coordinateUncertaintyInMeters,day,month,year,decade,order_enc,family_enc,taxonRank_enc,basisOfRecord_enc,season_enc,lat_grid,lon_grid,species_richness,decimalLatitude,decimalLongitude,insect_sighting_density
204.0,29,5,2023,2020,4,52,2,0,1,17.5,73.5,183,17.540685,73.510628,54.01956606235296
203.0,23,10,2015,2010,4,19,1,0,3,17.6,73.5,172,17.569298,73.515433,53.77985983209219
298.0,10,7,2023,2020,0,14,2,0,2,17.7,73.8,93,17.715008,73.834042,64.2411674705649
204.0,4,9,2022,2020,4,26,2,0,3,17.5,73.5,183,17.54624,73.493985,76.79956606235295
5091.0,23,10,2013,2010,4,31,2,0,3,17.6,73.8,97,17.610653,73.831262,28.211693003558413
31.0,26,6,2022,2020,4,43,1,0,2,17.6,73.8,97,17.607461,73.849168,41.459516472112654
15.0,16,9,2022,2020,4,39,2,0,3,17.4,73.7,69,17.410633,73.738904,30.876167941088244
3066.0,28,7,2020,2020,4,31,2,0,2,17.5,73.7,15,17.453058,73.736387,9.772925352913543
5091.0,29,10,2022,2020,4,43,2,0,3,17.6,73.8,97,17.59469,73.846561,62.77169300355841
204.0,4,1,2022,2020,0,16,2,0,0,17.6,73.5,172,17.559746,73.500774,61.75956606235296
439.0,23,9,2017,2010,0,45,1,0,3,17.7,73.8,93,17.730563,73.82627,30.37865899403941
31.0,21,7,2023,2020,4,39,2,0,2,17.6,73.8,97,17.595482,73.849168,81.64511647211266
261.0,31,7,2019,2010,4,39,3,0,2,17.6,73.8,97,17.600668,73.849168,59.724435538492365
2426.0,25,7,2023,2020,4,27,2,0,2,17.6,73.8,97,17.613109,73.81864,81.34884865994096
203.0,10,12,2022,2020,3,2,2,0,0,17.7,73.8,93,17.731978,73.839399,48.9598598320922
203.0,1,7,2015,2010,4,40,2,0,2,17.5,73.5,183,17.538894,73.497664,68.45424301194326
203.0,24,7,2021,2020,4,52,2,0,2,17.6,73.5,172,17.566043,73.516786,195.17104301194328
207.0,4,4,2022,2020,4,40,2,0,1,17.3,73.7,9,17.300851,73.693121,3.6986959494077096
203.0,22,2,2022,2020,4,19,2,0,0,17.6,73.5,172,17.556571,73.50162,67.4198598320922
203.0,22,7,2020,2020,6,29,2,0,2,17.5,73.6,12,17.490648,73.606861,10.057443011943258
204.0,26,3,2020,2020,4,12,2,0,1,17.5,73.5,183,17.541043,73.501728,66.07956606235295
203.0,18,11,2025,2020,4,59,2,0,3,17.5,73.5,183,17.547592,73.493596,64.6598598320922
1405.0,21,10,2022,2020,6,29,2,0,3,17.6,73.5,172,17.557457,73.469954,102.69096184943875
203.0,30,11,2020,2020,0,5,2,0,3,17.6,73.5,172,17.568413,73.487318,83.6398598320922
203.0,18,7,2020,2020,4,36,2,0,2,17.5,73.5,183,17.548179,73.520399,159.55504301194324
203.0,24,11,2011,2010,4,19,2,0,3,17.6,73.5,172,17.571887,73.513723,55.019859832092195
204.0,10,7,2020,2020,4,39,2,0,2,17.6,73.8,97,17.599417,73.849168,183.56751398983533
203.0,24,7,2022,2020,4,26,2,0,2,17.6,73.5,172,17.569114,73.519465,436.84464301194333
203.0,24,10,2021,2020,4,12,2,0,3,17.6,73.5,172,17.557599,73.516148,70.87985983209221
203.0,8,10,2023,2020,6,29,2,0,3,17.6,73.8,97,17.603065,73.845061,49.619859832092196
203.0,4,5,2022,2020,4,12,2,0,1,17.6,73.5,172,17.563486,73.48923,61.3998598320922
31.0,14,12,2022,2020,4,31,2,0,0,17.6,73.8,97,17.614917,73.838524,64.83742542152915
204.0,19,10,2022,2020,4,19,2,0,3,17.6,73.5,172,17.557248,73.520891,102.77956606235296
1826.0,28,7,2022,2020,4,19,2,0,2,17.5,73.5,183,17.465687,73.48018,186.93024770972437
203.0,31,11,2021,2020,4,12,2,0,3,17.6,73.5,172,17.562777,73.5152,70.2598598320922
994.0,28,7,2011,2010,4,39,2,0,2,17.7,73.8,93,17.730332,73.811893,35.1721350758087
2.0,22,12,2020,2020,4,43,2,0,0,17.4,73.7,69,17.376027,73.728796,33.42361285929721
203.0,23,7,2025,2020,4,12,1,0,2,17.6,73.5,172,17.559324,73.519676,148.84784301194327
993.0,16,2,2023,2020,0,5,2,0,0,17.7,73.8,93,17.720095,73.809393,30.78373067810686
203.0,27,7,2025,2020,4,12,2,0,2,17.6,73.5,172,17.575564,73.50785,148.84784301194327
261.0,26,7,2020,2020,4,31,3,0,2,17.6,73.8,97,17.595466,73.841294,183.5516355384924
204.0,27,10,2021,2020,0,16,2,0,3,17.6,73.5,172,17.556308,73.495608,70.87956606235296
261.0,3,7,2023,2020,4,43,2,0,2,17.6,73.8,97,17.614214,73.849168,81.45243553849238
5020.0,24,2,2020,2020,4,39,2,0,0,17.7,73.8,93,17.718854,73.842099,30.292064185224948
203.0,16,10,2022,2020,4,19,2,2,3,17.4,73.7,69,17.384235,73.689105,27.419859832092193
3152.0,18,9,2025,2020,4,31,2,0,3,17.7,73.8,93,17.703664,73.811945,39.44501445877153
1826.0,25,12,2024,2020,3,24,2,0,0,17.4,73.5,6,17.448312,73.459844,2.762006883682443
1405.0,31,11,2020,2020,4,39,2,0,3,17.5,73.5,183,17.539841,73.487361,67.59096184943874
5321.0,19,7,2023,2020,4,19,2,0,2,17.5,73.5,183,17.529182,73.518258,92.63579613667751
205.0,25,11,2022,2020,4,27,2,0,3,17.7,73.8,93,17.736459,73.81878,55.33927417287925
203.0,21,7,2020,2020,4,12,2,0,2,17.6,73.5,172,17.568036,73.511798,306.8798430119433
203.0,27,12,2023,2020,4,37,2,0,0,17.5,73.5,183,17.539983,73.493971,56.059859832092194
205.0,30,7,2025,2020,2,58,1,0,2,17.7,73.8,93,17.728488,73.801463,72.10478707362476
208.0,29,12,2023,2020,4,19,2,0,0,17.8,73.7,31,17.756448,73.748598,10.658409573613454
203.0,17,9,2020,2020,4,19,2,0,3,17.6,73.5,172,17.57634,73.508775,79.7398598320922
207.0,18,2,2018,2010,4,40,2,0,0,17.3,73.7,9,17.300851,73.675064,3.6986959494077096
5091.0,2,11,2023,2020,6,6,2,0,3,17.6,73.8,97,17.608163,73.839709,34.69169300355841
994.0,8,12,2023,2020,3,2,2,0,0,17.7,73.8,93,17.715477,73.808021,37.62369203197204
203.0,30,10,2020,2020,4,19,1,0,3,17.6,73.5,172,17.564359,73.509862,92.31985983209219
203.0,23,12,2025,2020,4,59,2,0,0,17.6,73.5,172,17.555187,73.509929,65.6598598320922
203.0,30,7,2025,2020,4,21,2,0,2,17.6,73.5,172,17.569083,73.487372,148.84784301194327
203.0,21,7,2019,2010,1,54,4,2,2,17.7,73.8,93,17.710027,73.84246,38.14704301194326
5091.0,16,7,2021,2020,6,29,2,0,2,17.6,73.8,97,17.619329,73.849168,98.39389616398543
1069.0,26,7,2022,2020,6,29,2,0,2,17.4,73.7,69,17.391898,73.742342,71.23303579832346
31.0,24,7,2020,2020,4,31,0,0,2,17.6,73.8,97,17.601313,73.839393,183.74431647211267
2.0,28,9,2022,2020,4,31,2,0,3,17.6,73.8,97,17.61243,73.849168,62.34361285929721
203.0,28,7,2022,2020,6,1,2,0,2,17.5,73.8,9,17.457593,73.840523,7.526243011943259
203.0,26,7,2023,2020,4,12,2,0,2,17.5,73.5,183,17.547655,73.51593,92.78064301194327
203.0,23,7,2022,2020,4,19,2,0,2,17.6,73.5,172,17.550173,73.523567,436.84464301194333
2223.0,22,3,2024,2020,4,31,2,0,1,17.4,73.5,6,17.395428,73.547218,2.7556383059354346
203.0,26,7,2020,2020,4,26,2,0,2,17.5,73.5,183,17.549212,73.497334,159.55504301194324
203.0,8,7,2020,2020,4,19,2,0,2,17.6,73.5,172,17.561995,73.504402,306.8798430119433
203.0,25,5,2020,2020,4,12,2,0,1,17.6,73.5,172,17.578438,73.517138,53.41985983209219
203.0,19,11,2024,2020,4,19,2,0,3,17.6,73.5,172,17.578308,73.495099,54.3998598320922
203.0,19,1,2025,2020,4,26,2,0,0,17.6,73.5,172,17.559768,73.493741,53.95985983209219
31.0,29,7,2020,2020,4,31,2,0,2,17.6,73.8,97,17.604451,73.849168,183.74431647211267
5321.0,9,7,2021,2020,6,29,2,0,2,17.6,73.5,172,17.562016,73.458666,195.0261961366775
261.0,21,1,2025,2020,4,39,3,0,0,17.6,73.8,97,17.613043,73.849168,29.745388873653894
229.0,1,9,2021,2020,6,29,2,0,3,17.8,73.7,31,17.757287,73.727849,13.672781987428085
203.0,24,7,2019,2010,4,36,2,0,2,17.6,73.5,172,17.559839,73.497913,81.67024301194327
2426.0,29,7,2020,2020,4,27,3,0,2,17.6,73.8,97,17.641019,73.823808,183.44804865994098
203.0,3,12,2023,2020,4,12,2,0,0,17.6,73.5,172,17.550825,73.5124,57.6798598320922
203.0,26,7,2015,2010,4,26,2,0,2,17.6,73.5,172,17.556289,73.514858,80.48304301194327
203.0,12,7,2020,2020,4,12,1,0,2,17.6,73.5,172,17.578122,73.502725,306.8798430119433
203.0,24,7,2022,2020,4,39,2,0,2,17.4,73.7,69,17.410771,73.677762,71.32144301194327
31.0,30,9,2021,2020,4,31,2,0,3,17.6,73.8,97,17.607313,73.832298,45.87742542152915
203.0,11,11,2011,2010,4,26,2,0,3,17.6,73.5,172,17.570677,73.512542,55.019859832092195
1055.0,17,7,2021,2020,4,39,2,0,2,17.4,73.7,69,17.411022,73.701092,34.587193294159306
203.0,28,11,2022,2020,4,12,0,0,3,17.6,73.5,172,17.551531,73.515602,97.2798598320922
203.0,24,7,2022,2020,1,54,4,2,2,17.7,73.8,93,17.722691,73.812624,141.27664301194326
209.0,7,7,2022,2020,4,39,2,0,2,17.8,73.7,31,17.770277,73.747027,24.749899993814694
31.0,18,7,2020,2020,4,39,2,0,2,17.6,73.8,97,17.5981,73.835731,183.74431647211267
203.0,26,7,2018,2010,4,19,2,0,2,17.6,73.5,172,17.564164,73.485692,66.68464301194327
203.0,27,7,2022,2020,4,26,2,0,2,17.6,73.5,172,17.55503,73.491678,436.84464301194333
203.0,4,7,2022,2020,4,19,2,0,2,17.6,73.5,172,17.568664,73.488589,436.84464301194333
203.0,27,9,2022,2020,4,59,2,0,3,17.6,73.5,172,17.552039,73.492322,104.81985983209219
203.0,30,10,2022,2020,4,19,2,0,3,17.6,73.5,172,17.551966,73.516293,102.7798598320922
203.0,21,7,2020,2020,1,54,4,2,2,17.7,73.8,93,17.705889,73.815413,119.75024301194327
203.0,12,1,2017,2010,4,19,1,0,0,17.5,73.5,183,17.546245,73.514767,52.41985983209219
8.0,24,2,2022,2020,4,31,2,0,0,17.6,73.8,97,17.611169,73.849168,41.57065105435902
2.0,25,9,2020,2020,4,43,2,0,3,17.4,73.7,69,17.391004,73.743989,28.10361285929721
203.0,4,9,2025,2020,4,36,2,0,3,17.5,73.5,183,17.547854,73.503885,60.13985983209219
204.0,26,7,2015,2010,6,29,2,0,2,17.6,73.8,97,17.607959,73.849168,46.83791398983532
261.0,25,3,2022,2020,4,27,3,0,1,17.6,73.8,97,17.597885,73.830048,39.7653888736539
203.0,13,12,2013,2010,4,19,2,0,0,17.5,73.5,183,17.539543,73.501613,54.63985983209219
203.0,8,7,2021,2020,4,19,1,0,2,17.6,73.5,172,17.551351,73.504438,195.17104301194328
203.0,18,9,2022,2020,4,12,2,0,3,17.5,73.5,183,17.545777,73.517727,76.7998598320922
31.0,8,10,2021,2020,4,39,2,0,3,17.6,73.8,97,17.604115,73.849168,47.11742542152915
203.0,28,7,2022,2020,2,41,2,0,2,17.4,73.7,69,17.392121,73.686516,71.32144301194327
203.0,22,9,2021,2020,4,12,2,0,3,17.5,73.5,183,17.541295,73.5124,65.1998598320922
4.0,4,6,2025,2020,4,31,3,0,2,17.6,73.8,97,17.580599,73.844569,33.935706900490544
31.0,10,7,2024,2020,4,31,3,0,2,17.6,73.8,97,17.600535,73.849168,71.52031647211265
216.0,13,7,2020,2020,4,27,2,0,2,17.5,73.7,15,17.453869,73.658731,9.896523393002292
4.0,24,9,2021,2020,4,31,2,0,3,17.6,73.8,97,17.612304,73.842597,46.25973830400942
203.0,21,7,2023,2020,4,12,2,0,2,17.5,73.5,183,17.544913,73.523911,92.78064301194327
203.0,12,7,2014,2010,4,19,2,0,2,17.6,73.5,172,17.56296,73.519478,65.78864301194326
203.0,23,11,2022,2020,4,12,2,0,3,17.6,73.5,172,17.556527,73.504888,97.2798598320922
203.0,13,7,2025,2020,3,2,2,0,2,17.7,73.8,93,17.717025,73.805169,72.10544301194327
122.0,20,7,2022,2020,4,39,2,0,2,17.7,73.8,93,17.705933,73.813564,141.31367672744852
4157.0,13,7,2023,2020,4,31,2,0,2,17.6,73.8,97,17.604874,73.838259,81.33121678309536
2.0,2,11,2015,2010,6,29,2,0,3,17.4,73.7,69,17.408475,73.725177,21.88361285929721
204.0,5,7,2015,2010,6,29,2,0,2,17.6,73.8,97,17.578026,73.846752,46.83791398983532
3999.0,19,7,2023,2020,3,2,2,0,2,17.7,73.7,21,17.650484,73.701175,10.055617306135511
203.0,1,7,2022,2020,4,26,2,0,2,17.7,73.8,93,17.741845,73.834048,141.27664301194326
993.0,28,2,2021,2020,0,5,2,0,0,17.7,73.8,93,17.722811,73.837601,31.58373067810686
203.0,23,7,2023,2020,4,26,2,0,2,17.5,73.5,183,17.544741,73.51504,92.78064301194327
203.0,22,12,2025,2020,4,12,2,0,0,17.5,73.5,183,17.546809,73.500793,62.799859832092196
37.0,21,8,2014,2010,0,49,2,0,2,17.7,73.8,93,17.733612,73.805252,32.432411872948705
204.0,26,7,2019,2010,4,26,2,0,2,17.6,73.5,172,17.566568,73.510314,81.66991398983532
203.0,13,7,2025,2020,4,26,2,0,2,17.6,73.5,172,17.562674,73.491737,148.84784301194327
209.0,24,7,2020,2020,4,27,2,0,2,17.8,73.7,31,17.770277,73.744555,21.569099993814692
217.0,30,7,2024,2020,4,19,2,0,2,17.4,73.7,69,17.389876,73.697722,32.90101998256159
993.0,28,12,2023,2020,4,39,2,0,0,17.7,73.8,93,17.712842,73.825728,37.62373067810686
204.0,2,7,2022,2020,4,19,1,0,2,17.6,73.5,172,17.556664,73.50935,436.8443139898354
4157.0,26,7,2009,2000,0,5,2,0,2,17.6,73.8,97,17.554721,73.84813,35.88161678309537
203.0,27,5,2019,2010,4,19,2,0,1,17.5,73.5,183,17.547674,73.517701,52.41985983209219
216.0,7,11,2023,2020,4,48,2,0,3,17.5,73.6,12,17.454839,73.641199,4.536181600894903
203.0,26,7,2020,2020,4,59,2,0,2,17.6,73.5,172,17.552785,73.504385,306.8798430119433
203.0,23,3,2022,2020,4,36,2,0,1,17.6,73.5,172,17.567153,73.491524,77.61985983209219
8.0,23,10,2024,2020,6,29,2,0,3,17.4,73.7,69,17.387126,73.747446,23.090651054359018
993.0,19,7,2023,2020,4,31,2,0,2,17.7,73.8,93,17.718398,73.815546,64.18017835947968
993.0,22,1,2020,2020,4,26,2,0,0,17.7,73.8,93,17.726591,73.824021,33.80373067810686
203.0,10,10,2020,2020,4,56,2,0,3,17.6,73.5,172,17.563113,73.515147,92.31985983209219
31.0,24,7,2020,2020,4,31,2,0,2,17.6,73.8,97,17.609252,73.824013,183.74431647211267
1826.0,23,12,2021,2020,4,19,2,0,0,17.5,73.5,183,17.476962,73.464773,62.802006883682445
15.0,5,10,2025,2020,4,39,2,0,3,17.6,73.8,97,17.607061,73.835123,42.87616794108824
204.0,29,2,2022,2020,4,39,2,0,0,17.6,73.8,97,17.581697,73.839135,41.19956606235296
203.0,30,7,2020,2020,4,19,1,0,2,17.6,73.5,172,17.557698,73.485874,306.8798430119433
203.0,4,7,2020,2020,4,26,2,0,2,17.6,73.5,172,17.562833,73.491264,306.8798430119433
203.0,28,7,2022,2020,4,12,2,0,2,17.5,73.5,183,17.54852,73.52395,187.03984301194328
203.0,17,7,2020,2020,4,36,2,0,2,17.5,73.5,183,17.540399,73.524426,159.55504301194324
204.0,28,12,2020,2020,4,19,1,0,0,17.5,73.5,183,17.546519,73.512322,71.39956606235295
203.0,17,7,2014,2010,4,19,2,0,2,17.6,73.5,172,17.556935,73.508943,65.78864301194326
203.0,6,3,2019,2010,4,19,2,0,1,17.6,73.5,172,17.555254,73.515565,50.939859832092196
203.0,22,12,2022,2020,4,12,1,0,0,17.5,73.5,183,17.545764,73.520347,80.4398598320922
203.0,23,7,2025,2020,4,19,2,0,2,17.6,73.5,172,17.571674,73.505257,148.84784301194327
31.0,31,11,2020,2020,4,31,3,0,3,17.6,73.8,97,17.615152,73.824206,66.17742542152915
209.0,23,7,2025,2020,4,27,2,0,2,17.8,73.8,33,17.757187,73.750478,15.341899993814689
31.0,23,2,2021,2020,4,31,3,0,0,17.6,73.8,97,17.608252,73.849168,45.337425421529154
229.0,25,11,2020,2020,6,6,2,0,3,17.7,73.7,21,17.749847,73.732424,8.652781987428083
122.0,29,10,2014,2010,4,31,2,0,3,17.7,73.8,93,17.740059,73.823123,31.33292564950759
209.0,22,9,2012,2010,4,39,2,0,3,17.8,73.7,31,17.770277,73.736553,9.8581249944774
209.0,19,12,2020,2020,4,31,2,0,0,17.7,73.7,21,17.749615,73.737721,7.8581249944774
3152.0,28,7,2018,2010,3,2,2,0,2,17.7,73.8,93,17.725508,73.821354,39.20561619382412
203.0,22,10,2023,2020,4,12,1,0,3,17.6,73.5,172,17.577505,73.499621,65.2998598320922
1069.0,23,2,2008,2000,4,39,2,0,0,17.4,73.8,41,17.408126,73.758074,12.580924819931642
204.0,1,7,2020,2020,4,36,2,0,2,17.6,73.5,172,17.576403,73.515114,306.87951398983535
203.0,22,7,2024,2020,4,36,2,0,2,17.6,73.5,172,17.560752,73.485575,103.39824301194326
205.0,24,7,2021,2020,4,39,2,0,2,17.7,73.8,93,17.708815,73.831656,84.02158707362477
204.0,17,9,2024,2020,4,39,2,0,3,17.6,73.8,97,17.611577,73.849168,37.65956606235296
203.0,23,2,2022,2020,4,26,2,0,0,17.6,73.5,172,17.563292,73.505129,67.4198598320922
203.0,18,7,2021,2020,4,19,2,0,2,17.6,73.5,172,17.563328,73.504342,195.17104301194328
2426.0,30,7,2024,2020,4,27,3,0,2,17.6,73.8,97,17.624396,73.846505,71.22404865994096
95.0,2,7,2019,2010,4,39,2,0,2,17.7,73.8,93,17.728161,73.82929,38.20467544882286
31.0,28,7,2020,2020,4,31,2,0,2,17.6,73.8,97,17.592903,73.827216,183.74431647211267
8256.0,13,7,2025,2020,4,39,2,0,2,17.7,73.8,93,17.652268,73.7651,71.94829515961146
204.0,1,7,2020,2020,4,19,1,0,2,17.5,73.5,183,17.540576,73.494136,159.5547139898353
1069.0,23,3,2020,2020,4,12,2,0,1,17.4,73.7,69,17.401081,73.747673,23.440924819931645
203.0,31,9,2012,2010,4,19,2,0,3,17.6,73.5,172,17.572656,73.49164,50.1398598320922
1069.0,4,10,2021,2020,4,31,2,0,3,17.4,73.7,69,17.390789,73.746222,22.640924819931644
204.0,27,9,2021,2020,6,29,2,0,3,17.6,73.8,97,17.597978,73.846599,45.71956606235296
203.0,24,12,2022,2020,4,52,2,0,0,17.6,73.5,172,17.551186,73.518071,100.1198598320922
207.0,26,10,2020,2020,3,24,2,0,3,17.4,73.6,6,17.448778,73.6494,2.8586959494077093
203.0,28,10,2022,2020,4,38,1,0,3,17.6,73.5,172,17.568064,73.521661,102.7798598320922
1405.0,28,7,2015,2010,4,39,2,0,2,17.6,73.5,172,17.554578,73.487073,80.3834772713714
203.0,20,7,2023,2020,4,12,2,0,2,17.5,73.5,183,17.545689,73.491897,92.78064301194327
31.0,25,9,2017,2010,4,27,2,0,3,17.4,73.7,69,17.418799,73.737753,22.25742542152915
203.0,23,12,2022,2020,4,12,2,0,0,17.6,73.5,172,17.557254,73.49307,100.1198598320922
203.0,21,7,2022,2020,4,19,2,0,2,17.6,73.5,172,17.5764,73.517417,436.84464301194333
229.0,27,7,2020,2020,4,31,2,0,2,17.8,73.7,31,17.770277,73.747531,21.563115825919454
204.0,30,7,2021,2020,4,19,2,0,2,17.5,73.5,183,17.546185,73.495293,116.38991398983532
203.0,23,12,2020,2020,4,19,1,0,0,17.6,73.5,172,17.573079,73.49445,86.1198598320922
993.0,22,7,2022,2020,4,43,2,0,2,17.7,73.8,93,17.715959,73.820899,141.1913783594797
31.0,26,10,2022,2020,4,39,3,0,3,17.6,73.8,97,17.612255,73.849168,63.05742542152915
261.0,20,11,2025,2020,4,27,3,0,3,17.6,73.8,97,17.585394,73.849168,42.245388873653894
204.0,8,10,2024,2020,4,26,2,0,3,17.6,73.5,172,17.562321,73.484863,59.53956606235296
203.0,18,9,2021,2020,4,19,1,0,3,17.6,73.5,172,17.575806,73.49656,70.6998598320922
5091.0,13,7,2020,2020,6,6,2,0,2,17.6,73.8,97,17.593413,73.844701,183.42429616398545
204.0,4,12,2019,2010,4,46,2,0,0,17.6,73.5,172,17.565292,73.506951,54.83956606235296
4.0,24,7,2013,2010,4,39,2,0,2,17.6,73.8,97,17.61067,73.832982,39.199706900490554
203.0,31,7,2021,2020,4,12,2,0,2,17.5,73.5,183,17.544721,73.497896,116.39024301194327
5091.0,25,7,2020,2020,4,31,2,0,2,17.6,73.8,97,17.586633,73.849168,183.42429616398545
203.0,30,7,2023,2020,4,31,2,0,2,17.7,73.8,93,17.732657,73.817976,64.26544301194326
4.0,16,1,2023,2020,4,31,3,0,0,17.6,73.8,97,17.591991,73.849168,30.479738304009413
203.0,16,10,2020,2020,4,31,2,0,3,17.6,73.7,4,17.612729,73.746411,2.2998598320921944
203.0,13,9,2021,2020,4,36,2,0,3,17.6,73.5,172,17.557709,73.503084,70.6998598320922
31.0,28,7,2022,2020,4,39,2,0,2,17.6,73.8,97,17.616736,73.845705,192.36831647211264
203.0,23,7,2012,2010,4,19,2,0,2,17.6,73.5,172,17.550102,73.49486,65.09424301194326
204.0,30,12,2017,2010,4,52,2,0,0,17.6,73.5,172,17.550977,73.49352,53.15956606235296
4.0,22,12,2022,2020,4,31,3,0,0,17.6,73.8,97,17.61223,73.849168,65.21973830400941
993.0,4,3,2021,2020,4,40,2,0,1,17.7,73.8,93,17.721634,73.838476,31.943730678106864
4157.0,21,7,2020,2020,4,31,2,0,2,17.6,73.8,97,17.606473,73.836713,183.43041678309538
203.0,28,7,2022,2020,4,39,2,0,2,17.7,73.8,93,17.718995,73.794308,141.27664301194326
2223.0,11,7,2020,2020,4,31,2,0,2,17.4,73.5,6,17.42353,73.522953,4.676714902647686
203.0,22,7,2021,2020,6,29,2,0,2,17.6,73.8,97,17.601758,73.833181,98.53744301194325
203.0,3,3,2025,2020,4,56,2,0,1,17.5,73.5,183,17.543333,73.521994,54.81985983209219
203.0,1,7,2022,2020,4,19,1,0,2,17.6,73.5,172,17.574101,73.517137,436.84464301194333
1069.0,22,7,2021,2020,4,39,2,0,2,17.4,73.7,69,17.391461,73.741354,34.58663579832344
31.0,20,6,2022,2020,4,31,3,0,2,17.6,73.8,97,17.576735,73.849168,41.459516472112654
2426.0,27,12,2015,2010,4,31,3,0,0,17.6,73.8,97,17.613814,73.818947,31.69290058923299
261.0,20,7,2021,2020,4,39,3,0,2,17.6,73.8,97,17.603227,73.84853,98.52123553849236
203.0,20,10,2015,2010,4,26,2,0,3,17.5,73.5,183,17.540592,73.491814,53.839859832092195
203.0,13,10,2023,2020,4,12,2,0,3,17.6,73.5,172,17.550161,73.496742,65.2998598320922
1395.0,21,9,2021,2020,0,5,2,0,3,17.7,73.8,93,17.716265,73.824189,32.99121384943863
993.0,27,7,2020,2020,4,26,2,0,2,17.7,73.8,93,17.718474,73.838447,119.6649783594797
204.0,7,9,2022,2020,4,36,2,0,3,17.6,73.5,172,17.554149,73.4876,104.81956606235295
203.0,24,7,2022,2020,4,19,2,0,2,17.6,73.5,172,17.559572,73.494467,436.84464301194333
203.0,12,7,2021,2020,4,19,2,0,2,17.5,73.5,183,17.549882,73.508265,116.39024301194327
5091.0,6,11,2022,2020,3,50,1,0,3,17.6,73.8,97,17.584379,73.830241,68.0116930035584
2426.0,26,11,2022,2020,4,27,2,0,3,17.6,73.8,97,17.632281,73.835087,68.03290058923298
94.0,18,7,2020,2020,4,39,2,0,2,17.7,73.8,93,17.720369,73.835561,119.80878624104638
203.0,31,5,2023,2020,4,48,2,0,1,17.4,73.7,69,17.399396,73.659402,20.499859832092195
203.0,23,7,2020,2020,4,12,2,0,2,17.5,73.5,183,17.543044,73.49621,159.55504301194324
15.0,17,7,2002,2000,4,39,2,0,2,17.4,73.7,69,17.39914,73.731333,24.142908094018832
203.0,7,7,2012,2010,4,31,2,0,2,17.6,73.8,97,17.593029,73.849168,38.998243011943266
3999.0,23,6,2020,2020,3,2,2,0,2,17.7,73.7,21,17.661602,73.692536,8.66681730613551
203.0,28,8,2022,2020,4,21,2,0,2,17.6,73.5,172,17.55446,73.507896,63.41424301194326
203.0,23,12,2022,2020,4,26,2,0,0,17.6,73.5,172,17.571109,73.496548,100.1198598320922
209.0,18,7,2015,2010,4,39,2,0,2,17.8,73.8,33,17.764247,73.750209,12.56429999381469
217.0,17,10,2024,2020,4,19,2,0,3,17.4,73.7,69,17.391331,73.662553,22.715910698715703
33021.0,24,9,2023,2020,4,19,2,0,3,17.6,73.8,97,17.648728,73.764604,41.83043532493957
203.0,28,7,2021,2020,4,19,2,0,2,17.5,73.5,183,17.539612,73.51424,116.39024301194327
204.0,19,7,2025,2020,4,39,2,0,2,17.6,73.8,97,17.59819,73.849168,87.22511398983532
203.0,10,7,2021,2020,4,26,2,0,2,17.6,73.5,172,17.55249,73.495085,195.17104301194328
993.0,27,3,2025,2020,4,39,2,0,1,17.7,73.8,93,17.717682,73.817918,33.98373067810686
203.0,30,7,2024,2020,4,12,2,0,2,17.5,73.5,183,17.542708,73.522775,84.62704301194327
203.0,19,12,2025,2020,4,12,2,0,0,17.6,73.5,172,17.57001,73.488658,65.6598598320922
209.0,30,7,2022,2020,4,31,2,0,2,17.8,73.7,31,17.770277,73.729428,24.749899993814694
31.0,30,7,2023,2020,4,39,3,0,2,17.6,73.8,97,17.578075,73.838903,81.64511647211266
204.0,13,1,2022,2020,4,26,2,0,0,17.6,73.5,172,17.56163,73.494812,61.75956606235296
203.0,12,7,2015,2010,4,26,2,0,2,17.6,73.5,172,17.569251,73.510445,80.48304301194327
203.0,26,12,2020,2020,4,19,2,0,0,17.6,73.5,172,17.550089,73.512109,86.1198598320922
207.0,26,7,2022,2020,4,40,2,0,2,17.3,73.7,9,17.324782,73.689525,7.8161394633366355
206.0,17,12,2020,2020,4,31,2,0,0,17.7,73.8,93,17.730983,73.823362,43.718984142253774
2426.0,1,9,2022,2020,0,5,2,0,3,17.6,73.8,97,17.644873,73.830421,61.47290058923299
1055.0,20,10,2022,2020,4,39,2,0,3,17.4,73.7,69,17.439497,73.691814,27.341422584070806
203.0,20,9,2022,2020,4,19,2,0,3,17.5,73.5,183,17.540391,73.486169,76.7998598320922
204.0,24,11,2023,2020,4,19,2,0,3,17.6,73.5,172,17.555373,73.496044,90.27956606235296
203.0,28,10,2025,2020,4,36,2,0,3,17.6,73.5,172,17.560619,73.511846,69.45985983209219
203.0,12,11,2025,2020,4,19,2,0,3,17.5,73.5,183,17.544567,73.497671,64.6598598320922
5.0,28,5,2024,2020,6,29,2,0,1,17.6,73.8,97,17.580276,73.799799,31.65967291468116
204.0,29,5,2024,2020,4,12,2,0,1,17.6,73.5,172,17.577081,73.497329,53.419566062352956
31.0,23,7,2015,2010,4,39,3,0,2,17.6,73.8,97,17.578921,73.849168,47.01471647211266
31.0,13,12,2020,2020,4,39,3,0,0,17.6,73.8,97,17.596372,73.828314,87.33742542152915
203.0,7,11,2023,2020,4,36,2,0,3,17.6,73.5,172,17.572403,73.51347,90.2798598320922
204.0,23,7,2021,2020,4,19,2,0,2,17.6,73.5,172,17.550531,73.514546,195.17071398983532
