gbifID,occurrenceID,kingdom,phylum,class,order,family,genus,species,taxonRank,scientificName,countryCode,locality,stateProvince,occurrenceStatus,individualCount,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,lastInterpreted,mediaType,issue
-2518,,Animalia,Chordata,Amphibia,Anura,Bufonidae,Xanthophryne,Xanthophryne koynayensis,SPECIES,"Xanthophryne koynayensis (Soman, 1963)",IN,,Maharashtra,PRESENT,,17.420415,73.704836,200.0,2010-01-10,10,1,2010,5785346.0,5785346.0,PRESERVED_SPECIMEN,BNHS,BNHS_Amphibian,,,,CC_BY_NC_4_0,,P. W. Soman & P. B. Shekar,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2519,,Animalia,Chordata,,Cypriniformes,,,,UNRANKED,BOLD:ADX0113,IN,,,PRESENT,,17.696056,73.517711,,2015-12-01,1,12,2015,10829509.0,,MATERIAL_SAMPLE,"Mined from GenBank, NCBI",,,,,CC_BY_4_0,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2520,,Animalia,Arthropoda,Branchiopoda,Diplostraca,Leptestheriidae,Leptestheria,Leptestheria nobilis,SPECIES,"Leptestheriella nobilis Sars, 1900",IN,Chalkewadi,,PRESENT,,17.498202,73.823837,,2024-11-13,13,11,2024,12074629.0,9469587.0,PRESERVED_SPECIMEN,,,,Sameer Padhye,,CC_BY_4_0,,Sameer Padhye & Mihir Kulkarni,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SYNTHETIC_RECORD
-2521,,Animalia,Chordata,Squamata,,Viperidae,Echis,Echis carinatus,SUBSPECIES,"Echis carinatus carinatus (Schneider, 1801)",IN,,Maharashtra,PRESENT,,17.718901,73.824411,3152.0,2022-11-25,25,11,2022,7190296.0,2443876.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Chayant Gonsalves,2020-10-08T16:14:41,CC_BY_NC_4_0,Yuwaraj Gurjar,Yuwaraj Gurjar,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2522,,Animalia,Chordata,,Cypriniformes,Nemacheilidae,Indoreonectes,,UNRANKED,BOLD:ADL3326,IN,,,PRESENT,,17.734252,73.815679,,2015-05-17,17,5,2015,10442009.0,,MATERIAL_SAMPLE,"Mined from GenBank, NCBI",,,,,CC_BY_4_0,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2523,,Animalia,Porifera,Demospongiae,Spongillida,Spongillidae,Spongilla,Spongilla lacustris,SPECIES,"Spongilla lacustris (Linnaeus, 1759)",IN,"Maharashtra, Satara, Kanehar Dam",,PRESENT,,17.433979,73.553521,,2014-05-20,20,5,2014,2244988.0,2244988.0,PRESERVED_SPECIMEN,,,,Rahul A Jamdade,,CC_BY_4_0,,R A Jamdade,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2524,,Animalia,Chordata,Amphibia,Gymnophiona,Indotyphlidae,Indotyphlus,Indotyphlus maharashtraensis,SPECIES,"Indotyphlus maharashtraensis Giri, Wilkinson & Gower, 2004",IN,,Maharashtra,PRESENT,,17.412015,73.72327,1000.0,2024-12-07,7,12,2024,2431045.0,2431045.0,PRESERVED_SPECIMEN,BNHS,BNHS_TypeAmphibian,,,,CC_BY_NC_4_0,,Varad Giri & Team,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2525,,Animalia,Chordata,Squamata,,Uropeltidae,Uropeltis,Uropeltis macrolepis,SPECIES,"Uropeltis macrolepis (Peters, 1862)",IN,,Maharashtra,PRESENT,,17.403282,73.716609,1500.0,1962-12-19,19,12,1962,9212284.0,9212284.0,PRESERVED_SPECIMEN,BNHS,BNHS_Reptile,,,,CC_BY_NC_4_0,,Soman & Shekar,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2526,,Animalia,Chordata,Amphibia,Anura,Bufonidae,Xanthophryne,Xanthophryne koynayensis,SPECIES,"Xanthophryne koynayensis (Soman, 1963)",IN,,Maharashtra,PRESENT,,17.406324,73.703687,200.0,2025-12-16,16,12,2025,5785346.0,5785346.0,PRESERVED_SPECIMEN,BNHS,BNHS_Amphibian,,,,CC_BY_NC_4_0,,P. W. Soman & P. B. Shekar,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2527,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Nephila,,GENUS,"Nephila Leach, 1815",IN,Chiplun,Maharashtra,PRESENT,,17.527669,73.508075,1000.0,2006-12-22,22,12,2006,7652364.0,,HUMAN_OBSERVATION,,,,,,CC0_1_0,,user_553,,,CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_MISMATCH;SYNTHETIC_RECORD
-2528,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis lucifera,SPECIES,"Charybdis lucifera (Fabricius, 1798)",IN,,,PRESENT,,17.732961,73.475227,,2025-12-01,1,12,2025,4307421.0,4307421.0,PRESERVED_SPECIMEN,,,,Vivek Rohidas Vartak,,CC_BY_4_0,,Vivek Rohidas Vartak,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2529,,Animalia,Chordata,Amphibia,Gymnophiona,Indotyphlidae,Indotyphlus,Indotyphlus maharashtraensis,SPECIES,"Indotyphlus maharashtraensis Giri, Wilkinson & Gower, 2004",IN,,Maharashtra,PRESENT,,17.406572,73.735859,1000.0,2014-01-07,7,1,2014,2431045.0,2431045.0,PRESERVED_SPECIMEN,BNHS,BNHS_TypeAmphibian,,,,CC_BY_NC_4_0,,"Varad Giri, S. Kehimkar, V. Hegde, I. Agarwal & I. Patki",,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2530,,Animalia,Chordata,,Cypriniformes,,,,UNRANKED,BOLD:ADX0113,IN,,,PRESENT,,17.693925,73.53087,,2018-04-29,29,4,2018,10829509.0,,MATERIAL_SAMPLE,"Mined from GenBank, NCBI",,,,,CC_BY_4_0,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2531,,Animalia,Chordata,,Cypriniformes,Cyprinidae,Puntius,Puntius sahyadriensis,UNRANKED,BOLD:AAU2024,IN,,,PRESENT,,17.404329,73.704012,,2018-03-23,23,3,2018,10382807.0,2363903.0,MATERIAL_SAMPLE,"Mined from GenBank, NCBI",,,,,CC_BY_4_0,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2532,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes bengalensis,SPECIES,"Vulpes bengalensis (Shaw, 1800)",IN,,,PRESENT,,17.73676,73.804539,,2015-06-23,23,6,2015,5219308.0,5219308.0,HUMAN_OBSERVATION,,,,Dhairyasheel Dayal;Thomas Vattakaven,,CC_BY_4_0,,Dhairyasheel Dayal,,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2533,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes bengalensis,SPECIES,"Vulpes bengalensis (Shaw, 1800)",IN,,Maharashtra,PRESENT,,17.440451,73.843608,2597.0,1957-07-28,28,7,1957,5219308.0,5219308.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Vaishnavi Apte,2024-12-02T12:30:33,CC_BY_NC_4_0,Vaishnavi Apte,Vaishnavi Apte,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2534,,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tylorida,Tylorida marmorea,SPECIES,"Tylorida marmorea (Pocock, 1901)",IN,,Maharashtra,PRESENT,,17.584883,73.842812,204.0,2015-12-28,28,12,2015,9287359.0,9287359.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Boson,2026-01-06T04:54:53,CC_BY_NC_4_0,Omkar S Damle,Omkar S Damle,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2535,,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Minervarya,Minervarya syhadrensis,SPECIES,"Minervarya syhadrensis (Annandale, 1919)",IN,,Maharashtra,PRESENT,,17.569209,73.477497,1000.0,2014-07-13,13,7,2014,10678434.0,10678434.0,PRESERVED_SPECIMEN,BNHS,BNHS_Amphibian,,,,CC_BY_NC_4_0,,P. B. Shekar,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2536,,Animalia,Chordata,Amphibia,Gymnophiona,Indotyphlidae,Indotyphlus,Indotyphlus maharashtraensis,SPECIES,"Indotyphlus maharashtraensis Giri, Wilkinson & Gower, 2004",IN,,Maharashtra,PRESENT,,17.400112,73.704548,200.0,1954-08-21,21,8,1954,2431045.0,2431045.0,PRESERVED_SPECIMEN,BNHS,BNHS_Amphibian,,,,CC_BY_NC_4_0,,Varad Giri & Team,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2537,,Animalia,Chordata,,Siluriformes,Bagridae,Mystus,Mystus malabaricus,SPECIES,"Mystus malabaricus (Jerdon, 1849)",IN,,,PRESENT,,17.534091,73.549408,,2025-09-28,28,9,2025,5201922.0,5201922.0,PRESERVED_SPECIMEN,,,,Ubaid Qayoom,,CC_BY_4_0,,"Ubaid Qayoom, Ravindra Pawar, SA Mohite",,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2538,,Animalia,Chordata,,Perciformes,Channidae,Channa,Channa rara,SPECIES,"Channa rara Britz, Dahanukar, Anoop & Ali, 2019",IN,"Maharashtra, Ratnagiri, Khopi",,PRESENT,,17.680345,73.508093,,2024-10-20,20,10,2024,10821506.0,10821506.0,PRESERVED_SPECIMEN,,,,,,CC_BY_4_0,,N. Dahanukar et al.,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2539,,Animalia,Chordata,Squamata,,Gekkonidae,Hemidactylus,Hemidactylus sataraensis,SPECIES,"Hemidactylus sataraensis Giri & Bauer, 2008",IN,,Maharashtra,PRESENT,,17.584447,73.81385,30.0,2018-03-15,15,3,2018,6066676.0,6066676.0,PRESERVED_SPECIMEN,BNHS,BNHS_TypeReptile,,,,CC_BY_NC_4_0,,"G. Giri, D. Dongare & R. More",,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2540,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Charybdis,Charybdis feriata,SPECIES,"Charybdis feriata (Linnaeus, 1758)",IN,,,PRESENT,,17.710033,73.473851,,2012-07-13,13,7,2012,4647366.0,4647366.0,PRESERVED_SPECIMEN,,,,Vivek Rohidas Vartak,,CC_BY_4_0,,Vivek Rohidas Vartak,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2541,,Animalia,Chordata,Squamata,,Agamidae,Calotes,Calotes versicolor,SPECIES,"Calotes versicolor (Daudin, 1802)",IN,,Maharashtra,PRESENT,,17.630898,73.79008,6575.0,2025-05-31,31,5,2025,9125207.0,9125207.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Paul Freed,2016-02-21T17:47:20,CC_BY_NC_4_0,Siddharth,Siddharth,,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2542,,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Minervarya,Minervarya syhadrensis,SPECIES,"Minervarya syhadrensis (Annandale, 1919)",IN,,Maharashtra,PRESENT,,17.437529,73.843536,,2014-04-23,23,4,2014,10678434.0,10678434.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Amaël Borzée,2022-12-13T15:30:18,CC_BY_NC_4_0,Amaël Borzée,Amaël Borzée,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2543,,Animalia,Chordata,,Cypriniformes,Nemacheilidae,Aborichthys,,UNRANKED,BOLD:ADL3276,IN,,,PRESENT,,17.678732,73.513037,,1954-06-20,20,6,1954,10299100.0,,MATERIAL_SAMPLE,"Mined from GenBank, NCBI",,,,,CC_BY_4_0,,,,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2544,,Animalia,Chordata,Squamata,,Agamidae,Sarada,Sarada deccanensis,SPECIES,"Sarada deccanensis (Jerdon, 1870)",IN,,,PRESENT,,17.597756,73.844226,,2019-07-19,19,7,2019,9330944.0,9330944.0,HUMAN_OBSERVATION,,,,Harikrishnan S.,,CC_BY_4_0,,Rujuta Vinod,,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2545,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera pardus,SUBSPECIES,"Panthera pardus fusca (Meyer, 1794)",IN,,Maharashtra,PRESENT,,17.545535,73.607458,30732.0,2011-06-20,20,6,2011,5219442.0,5219436.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Dhruva Punde,2025-10-20T06:00:29,CC_BY_NC_4_0,Dhruva Punde,Dhruva Punde,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2546,,Animalia,Chordata,Squamata,,Colubridae,Fowlea,Fowlea piscator,SPECIES,"Fowlea piscator (Schneider, 1799)",IN,,Maharashtra,PRESENT,,17.546741,73.508664,1601005.0,2018-08-18,18,8,2018,2454880.0,2454880.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Zeev NG,2021-12-30T20:11:17,CC_BY_NC_4_0,mangesh govekar,mangesh govekar,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2547,,Animalia,Chordata,,Cypriniformes,Nemacheilidae,Indoreonectes,Indoreonectes evezardi,SPECIES,"Indoreonectes evezardi (Day, 1872)",IN,Kas lake,,PRESENT,,17.711007,73.82717,,2025-07-10,10,7,2025,2358221.0,2358221.0,PRESERVED_SPECIMEN,,,,,,CC_BY_4_0,,A. Sayyed,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2548,,Animalia,Chordata,Amphibia,Anura,Dicroglossidae,Euphlyctis,Euphlyctis cyanophlyctis,SPECIES,"Euphlyctis cyanophlyctis (Schneider, 1799)",IN,,,PRESENT,,17.722026,73.813627,,1962-01-23,23,1,1962,2430513.0,2430513.0,HUMAN_OBSERVATION,,,,Gururaja KV;Rujuta Vinod,,CC_BY_4_0,,Rujuta Vinod,,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2549,,Animalia,Chordata,Squamata,,Elapidae,Bungarus,Bungarus caeruleus,SPECIES,"Bungarus caeruleus (Schneider, 1801)",IN,,Maharashtra,PRESENT,,17.51921,73.510398,31.0,2018-06-07,7,6,2018,9133009.0,9133009.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Jayant M Deshpande,2019-07-18T11:24:43,CC_BY_NC_4_0,Jayant M Deshpande,Jayant M Deshpande,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2550,,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes bengalensis,SPECIES,"Vulpes bengalensis (Shaw, 1800)",IN,,Maharashtra,PRESENT,,17.731379,73.804875,5604.0,2013-08-16,16,8,2013,5219308.0,5219308.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Dhairyasheel Dayal,2020-07-13T16:08:48,CC_BY_NC_4_0,Dhairyasheel Dayal,Dhairyasheel Dayal,,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2551,,Animalia,Chordata,,Siluriformes,Sisoridae,Glyptothorax,Glyptothorax lonah,SPECIES,"Glyptothorax lonah (Sykes, 1839)",IN,,,PRESENT,,17.346746,73.825221,,2022-04-28,28,4,2022,2341404.0,2341404.0,PRESERVED_SPECIMEN,,,,SS Jadhav,,CC_BY_4_0,,SS Jadhav,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;SYNTHETIC_RECORD
-2552,,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,Semnopithecus hypoleucos,SPECIES,"Semnopithecus hypoleucos Blyth, 1841",IN,,Maharashtra,PRESENT,,17.385033,73.730865,,2022-12-12,12,12,2022,4267224.0,4267224.0,HUMAN_OBSERVATION,iNaturalist,Observations,,🪶🐾🍀Nandan Sreejith🦌🍄🌍,2023-04-19T05:07:59,CC_BY_NC_4_0,Amaël Borzée,Amaël Borzée,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2553,,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,,GENUS,"Hottentotta Birula, 1908",IN,"Kaas, MH",,PRESENT,,17.712186,73.818281,,1954-05-22,22,5,1954,4656159.0,,PRESERVED_SPECIMEN,,,,,,CC_BY_4_0,,N. Sawant,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;TAXON_CONCEPT_ID_NOT_FOUND;TAXON_MATCH_HIGHERRANK;SYNTHETIC_RECORD
-2554,,Animalia,Chordata,Amphibia,Gymnophiona,Indotyphlidae,Indotyphlus,Indotyphlus maharashtraensis,SPECIES,"Indotyphlus maharashtraensis Giri, Wilkinson & Gower, 2004",IN,,Maharashtra,PRESENT,,17.41475,73.733762,200.0,2025-12-10,10,12,2025,2431045.0,2431045.0,PRESERVED_SPECIMEN,BNHS,BNHS_Amphibian,,,,CC_BY_NC_4_0,,Varad Giri & Team,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2555,,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Funambulus palmarum,SPECIES,"Funambulus palmarum (Linnaeus, 1766)",IN,,Maharashtra,PRESENT,,17.550182,73.500765,112.0,2003-11-28,28,11,2003,2437246.0,2437246.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Rejoice Gassah,2019-08-13T09:17:41,CC_BY_NC_4_0,Fausto,Fausto,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2556,,Animalia,Chordata,Squamata,,Colubridae,Fowlea,Fowlea piscator,SPECIES,"Fowlea piscator (Schneider, 1799)",IN,,Maharashtra,PRESENT,,17.569215,73.515708,1601005.0,2023-11-07,7,11,2023,2454880.0,2454880.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Zeev NG,2021-12-30T20:11:17,CC_BY_NC_4_0,mangesh govekar,mangesh govekar,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2557,,Animalia,Chordata,Squamata,,Viperidae,Echis,Echis carinatus,SPECIES,"Echis carinatus (Schneider, 1801)",IN,,Maharashtra,PRESENT,,17.730029,73.837185,994.0,2013-06-13,13,6,2013,2443876.0,2443876.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Harsh Shah,2024-10-16T04:03:22,CC_BY_NC_4_0,Hardeep Gazdar,Hardeep Gazdar,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2558,,Animalia,Arthropoda,Branchiopoda,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus sahyadriensis,SPECIES,"Streptocephalus sahyadriensis Rogers & Padhye, 2014",IN,Chalkewadi,,PRESENT,,17.461312,73.85,,2003-12-18,18,12,2003,9351659.0,9351659.0,PRESERVED_SPECIMEN,,,,Christopher Rogers & Sameer Padhye,,CC_BY_4_0,,Sameer Padhye & Mihir Kulkarni,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;SYNTHETIC_RECORD
-2559,,Animalia,Chordata,Amphibia,Anura,Microhylidae,Microhyla,Microhyla ornata,SPECIES,"Microhyla ornata (Duméril & Bibron, 1841)",IN,,Maharashtra,PRESENT,,17.737074,73.806899,993.0,2022-07-10,10,7,2022,2422110.0,2422110.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Sachin Rane🐾,2020-08-15T14:31:31,CC_BY_NC_4_0,Uday Agashe,Uday Agashe,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2560,,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Hippasa,,GENUS,"Hippasa Simon, 1885",IN,Kaas Lake,Maharashtra,PRESENT,,17.725377,73.796708,100.0,2022-11-11,11,11,2022,2146904.0,,HUMAN_OBSERVATION,,,,,,CC0_1_0,,user_1668,,,CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_MISMATCH;SYNTHETIC_RECORD
-2561,,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Raorchestes,Raorchestes ghatei,SPECIES,"Raorchestes ghatei Padhye, Sayyed, Jadhav & Dahanukar, 2013",IN,,Maharashtra,PRESENT,,17.404828,73.694908,,2014-09-13,13,9,2014,8764429.0,8764429.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Amaël Borzée,2022-12-13T16:29:09,CC_BY_NC_4_0,Amaël Borzée,Amaël Borzée,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
-2562,,Animalia,Chordata,Amphibia,Gymnophiona,Indotyphlidae,Indotyphlus,Indotyphlus maharashtraensis,SPECIES,"Indotyphlus maharashtraensis Giri, Wilkinson & Gower, 2004",IN,,Maharashtra,PRESENT,,17.395727,73.712511,200.0,2019-08-18,18,8,2019,2431045.0,2431045.0,PRESERVED_SPECIMEN,BNHS,BNHS_Amphibian,,,,CC_BY_NC_4_0,,Varad Giri & Team,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2563,,Animalia,Chordata,Squamata,,Gekkonidae,Cnemaspis,Cnemaspis girii,SPECIES,"Cnemaspis girii Mirza, Pal, Bhosale & Sanap, 2014",IN,,Maharashtra,PRESENT,,17.731366,73.827555,30.0,2010-10-21,21,10,2010,8082286.0,8082286.0,PRESERVED_SPECIMEN,BNHS,BNHS_TypeReptile,,,,CC_BY_NC_4_0,,Harshal Bhosale & Zeeshan Mirza,,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;SYNTHETIC_RECORD
-2564,,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,Semnopithecus entellus,SPECIES,"Presbytis entellus (Dufresne, 1797)",IN,Helwak Satara Dist.,Maharashtra,PRESENT,1.0,17.387398,73.717862,,2011-08-17,17,8,2011,9029331.0,2436564.0,PRESERVED_SPECIMEN,NHMUK,ZOO,,,,CC0_1_0,,S H. Prater,,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH;TAXON_MATCH_HIGHERRANK;SYNTHETIC_RECORD
-2565,,Animalia,Chordata,Squamata,,Colubridae,Fowlea,Fowlea piscator,SPECIES,"Fowlea piscator (Schneider, 1799)",IN,,Maharashtra,PRESENT,,17.434751,73.734723,,2024-01-10,10,1,2024,2454880.0,2454880.0,HUMAN_OBSERVATION,iNaturalist,Observations,,Soumendra Mukhopadhyay,2024-07-15T07:42:45,CC_BY_NC_4_0,Soumendra Mukhopadhyay,Soumendra Mukhopadhyay,,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;SYNTHETIC_RECORD
